TC No,TC Ident,Tc Name,TC description,TC Fail Count,TC Fail msg,TC Additional fails msg,TC Error Count,TC error msg,Test Failure Probable reason,category,category_code
13,TESTCASE_60.020.009,Control Unit Parameter short/long text,Control Unit Parameter short/long text,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Commissioning_operating_area\suite_Standardlangsetup_Basic\tst_CUP_shortlongtext\test.py:101 - NameError: name 'selectAreaStartup_SlSuMainForm' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
14,TESTCASE_60.020.010,Control Unit Parameter Bitmask Dialog text,Control Unit Parameter Bitmask Dialog text,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Commissioning_operating_area\suite_Standardlangsetup_Basic\tst_CUP_BitmaskDialog\test.py:101 - NameError: name 'selectAreaStartup_SlSuMainForm' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
15,TESTCASE_60.020.011,Axis MD short/long text,Axis MD short/long text,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Commissioning_operating_area\suite_Standardlangsetup_Basic\tst_AxisMD_shortlongtext\test.py:95 - NameError: name 'selectAreaStartup_SlSuMainForm' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
16,TESTCASE_60.020.012,Axis MD Base Function Mask text,Axis MD Base Function Mask text,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Commissioning_operating_area\suite_Standardlangsetup_Basic\tst_AxisMD_BaseFuncMask\test.py:95 - NameError: name 'selectAreaStartup_SlSuMainForm' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
1,TESTCASE_60.091.001,Copy inside NC-Workpiece directory using FileService,Copy inside NC-Workpiece directory using FileService,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Program_Operating_Area\Program_Manager\suite_PM_FileService\tst_copyInNCUsingFileService\test.py:178 - NameError: name 'isDirectoryExist' is not defined,"Unable to connect AUT, Target couldn't startup properly",AUT_Error,18
2,TESTCASE_60.091.002,Copy from Local to NC-Workpiece directory using FileService,Copy from Local to NC-Workpiece directory using FileService,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_HMI_files.py:1220 - NameError: name 'selectAreaProgramManager_SlPmDialogDriveScreen' is not defined,"Unable to connect AUT, Target couldn't startup properly",AUT_Error,18
1,TESTCASE_60.019.001,Testing semaphore usage during multiple restarts,Testing semaphore usage during multiple restarts,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py:89 - NameError: name 'MyMstt' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
1,TESTCASE_60.090.001,Test to verify that the files created with Higher Access Level cannot be edited/renamed/moved/deleted by Lower Access Levels,Test to verify that the files created with Higher Access Level cannot be edited/renamed/moved/deleted by Lower Access Levels,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Program_Operating_Area\Program_Manager\suite_PM_Access_Level\tst_cannot_edit_delete_rename_lower_access\test.py:267 - NameError: name 'setAccessLevel' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
2,TESTCASE_60.090.001,Test to verify that the files created with Higher Access Level cannot be edited/renamed/moved/deleted by Lower Access Levels,Test to verify that the files created with Higher Access Level cannot be edited/renamed/moved/deleted by Lower Access Levels,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Program_Operating_Area\Program_Manager\suite_PM_Access_Level\tst_cannot_edit_delete_rename_lower_access\test.py:267 - NameError: name 'setAccessLevel' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
3,TESTCASE_60.090.001,Test to verify that the files created with Higher Access Level cannot be edited/renamed/moved/deleted by Lower Access Levels,Test to verify that the files created with Higher Access Level cannot be edited/renamed/moved/deleted by Lower Access Levels,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Program_Operating_Area\Program_Manager\suite_PM_Access_Level\tst_cannot_edit_delete_rename_lower_access\test.py:267 - NameError: name 'setAccessLevel' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
4,TESTCASE_60.090.002,Test to verify that the files created with Higher Access Level cannot be edited/renamed/moved/deleted by Key Switch Access Levels,Test to verify that the files created with Higher Access Level cannot be edited/renamed/moved/deleted by Key Switch Access Levels,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Program_Operating_Area\Program_Manager\suite_PM_Access_Level\tst_Cannot_edit_delete_rename_KeySwitchLevel\test.py:250 - NameError: name 'setAccessLevel' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
5,TESTCASE_60.090.002,Test to verify that the files created with Higher Access Level cannot be edited/renamed/moved/deleted by Key Switch Access Levels,Test to verify that the files created with Higher Access Level cannot be edited/renamed/moved/deleted by Key Switch Access Levels,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Program_Operating_Area\Program_Manager\suite_PM_Access_Level\tst_Cannot_edit_delete_rename_KeySwitchLevel\test.py:250 - NameError: name 'setAccessLevel' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
6,TESTCASE_60.090.002,Test to verify that the files created with Higher Access Level cannot be edited/renamed/moved/deleted by Key Switch Access Levels,Test to verify that the files created with Higher Access Level cannot be edited/renamed/moved/deleted by Key Switch Access Levels,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Program_Operating_Area\Program_Manager\suite_PM_Access_Level\tst_Cannot_edit_delete_rename_KeySwitchLevel\test.py:250 - NameError: name 'setAccessLevel' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
7,TESTCASE_60.090.003,Test to verify that the files created with Lower Access Level can be edited/renamed/moved/deleted by Higher Access Levels,Test to verify that the files created with Lower Access Level can be edited/renamed/moved/deleted by Higher Access Levels,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Program_Operating_Area\Program_Manager\suite_PM_Access_Level\tst_Can_edit_move_rename_delete_higer_access\test.py:272 - NameError: name 'chFile_name' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
8,TESTCASE_60.090.003,Test to verify that the files created with Lower Access Level can be edited/renamed/moved/deleted by Higher Access Levels,Test to verify that the files created with Lower Access Level can be edited/renamed/moved/deleted by Higher Access Levels,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Program_Operating_Area\Program_Manager\suite_PM_Access_Level\tst_Can_edit_move_rename_delete_higer_access\test.py:272 - NameError: name 'chFile_name' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
9,TESTCASE_60.090.003,Test to verify that the files created with Lower Access Level can be edited/renamed/moved/deleted by Higher Access Levels,Test to verify that the files created with Lower Access Level can be edited/renamed/moved/deleted by Higher Access Levels,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Program_Operating_Area\Program_Manager\suite_PM_Access_Level\tst_Can_edit_move_rename_delete_higer_access\test.py:272 - NameError: name 'chFile_name' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
1,TESTCASE_60.062.002,Program Manager - changeAccessLevelForLocalDrive : Changing Access level for LOCAL drive using slfsattributes.ini file.,Program Manager - changeAccessLevelForLocalDrive : Changing Access level for LOCAL drive using slfsattributes.ini file.,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py:89 - NameError: name 'MyMstt' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
1,TESTCASE_60.044.002,Program Manager - New Softkey functionality,Program Manager - New Softkey functionality,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Program_operating_area\Program_Manager\suite_PM_New\tst_PM_CreateNewFile\test.py:1228 - AttributeError: type object 'TestSet' has no attribute 'objLogDrive',Squish server is either already connected to application or not installed properly,squish_connect_issue,15
1,TESTCASE_20.015.028,Reset VNC Password,Reset VNC Password,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,2,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\Basic_Tests\HMI_Squish\suite_Setup_Testtarget\tst_Reset_VNC_password\test.py:35 - TypeError: object of type 'bool' has no len(),Squish server is either already connected to application or not installed properly,squish_connect_issue,15
1,TESTCASE_20.019.001,DG: Test alarm list,DG: Test alarm list,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Path:- \ws1\06.21.00.00.000193\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.21.00.00.000193\hmi.swtest\testcase_repository\User_Operating\Diagnostics_operating_area\suite_DG_Alarms\tst_ALARMLIST\test.py:43 - NameError: name 'sl_Check' is not defined,"Unable to connect AUT, Target couldn't startup properly",AUT_Error,18
